season,season_type,player_id,player_name,player_display_name,position,position_group,headshot_url,games,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2024,REG,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jdcb4nomlc4rd6k5l6to",17,NYJ,368,584,3897,28,11,40,302,5,2,4014,2119,192,10.1309934533945,2,0.97085201793722,0.059078219903249,22,107,0,0,0,7,4.28056435993379,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,256.58,256.58
2024,REG,00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",1,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,2,0,0,0,1,1,1,0.0646047429181635,0,2,0.0384615384615385,0.00970873786407767,0.0644884241971621,0,0.2,1.2
2024,REG,00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxvyoeojkif7tnfviamc",7,IND,162,248,1761,12,7,18,123,3,3,2215,651,87,2.99938587216687,0,0.795033860045147,0.0801539626553393,9,26,0,1,1,2,-7.00213673635153,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,99.04,99.04
2024,REG,00-0026300,J.Johnson,Josh Johnson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbaye18gptzb1jpyswv8",4,BAL,2,3,17,0,0,1,5,0,0,53,2,1,-1.80973551096395,0,0.320754716981132,,4,1,0,0,0,0,-3.56283131003147,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.78,0.78
2024,REG,00-0026498,M.Stafford,Matthew Stafford,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xdlnnbapdbk8trxqlasu",16,LA,340,517,3762,20,8,28,213,4,2,3869,1726,176,34.734750099594,0,0.972344275006462,0.0868955005466832,30,41,0,2,0,10,-3.01184265889613,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,214.58,214.58
2024,REG,00-0027973,A.Dalton,Andy Dalton,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/az1zo7fl2tozg50tgs0d",6,CAR,106,160,989,7,6,7,37,1,0,1062,459,50,-18.0958913262782,0,0.931261770244821,0.0282681455905481,11,34,0,0,0,2,-3.43167459384309,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,58.96,58.96
2024,REG,00-0028118,T.Taylor,Tyrod Taylor,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xk8e04jdsvigd6fky3uy",2,NYJ,17,22,119,3,0,0,0,0,0,88,68,9,11.9040861275571,1,1.35227272727273,0.274118107686231,3,13,0,1,0,0,-0.676485965115717,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,20.06,20.06
2024,REG,00-0028872,J.Hekker,Johnny Hekker,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcl8kjfwubicyywpxfny",2,CAR,0,2,0,0,0,0,0,0,0,28,0,0,-5.7120347302407,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
2024,REG,00-0028899,R.McLeod,Rodney McLeod,FS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ettne7rdpnkozuyhx8be",1,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,1,6,6
2024,REG,00-0029263,R.Wilson,Russell Wilson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u36rhg0md8ey3b4khbre",11,PIT,214,336,2482,16,5,33,219,3,2,2668,1122,112,-0.964512999121598,0,0.930284857571214,0.0837515028379847,43,155,2,2,2,16,-7.59418953425484,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,172.78,172.78
2024,REG,00-0029604,K.Cousins,Kirk Cousins,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yt6n07jezvfmcsoq0j13",14,ATL,303,453,3508,18,16,28,201,7,2,3374,1687,163,22.0813880221903,0,1.03971547125074,0.0840490366894471,23,0,0,5,0,2,-16.7720963966299,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,176.32,176.32
2024,REG,00-0029692,B.Anger,Bryan Anger,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kx1m6byniti4tkeiwkqk",2,DAL,1,2,4,0,0,0,0,0,0,11,0,0,-5.68702280893922,0,0.363636363636364,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.16,0.16
2024,REG,00-0029892,K.Juszczyk,Kyle Juszczyk,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfhpygabawkeioplae7a",14,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,26,1,1,1,1,-7.29005043319194,0,19,31,200,2,0,0,193,93,8,-0.0847567623614611,0,1.03626943005181,0.0776942355889724,0.0563997662185856,0.156021189736469,0,38.6,57.6
2024,REG,00-0030035,A.Thielen,Adam Thielen,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pxehgo0l9xl03n7dronf",10,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,48,62,615,5,0,0,692,152,28,40.4290831937767,0,0.888728323699422,0.201954397394137,0.258691588785047,0.484015708240738,0,91.5,139.5
2024,REG,00-0030061,Z.Ertz,Zach Ertz,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",17,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,66,91,654,7,1,0,686,187,38,28.8765414755123,2,0.9533527696793,0.180555555555556,0.177215189873418,0.394883966244726,0,111.4,177.4
2024,REG,00-0030279,K.Allen,Keenan Allen,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",15,CHI,0,1,0,0,1,0,0,0,0,14,0,0,-5.9111632690765,0,0,,0,0,0,0,0,0,,0,70,121,744,7,1,0,1115,240,43,23.1648398955505,0,0.667264573991031,0.272522522522523,0.326596367896895,0.63740124131161,0,114.4,184.4
2024,REG,00-0030431,R.Woods,Robert Woods,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",12,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,20,30,203,0,3,1,284,73,12,0.984630996966449,0,0.714788732394366,0.0755667506297229,0.0858524788391778,0.173446861132009,0,18.3,38.3
2024,REG,00-0030506,T.Kelce,Travis Kelce,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",16,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,1,0,0,0,0,-0.092226896143984,0,97,133,823,3,2,1,883,341,46,21.5737508757727,0,0.932049830124575,0.23963963963964,0.248103399831413,0.533131839341449,0,98.4,195.4
2024,REG,00-0030564,D.Hopkins,DeAndre Hopkins,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viymeohipdn0voptrkzh",16,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,56,80,610,5,1,0,896,109,35,19.2092259642362,0,0.680803571428571,0.144665461121157,0.229861467419189,0.377901218875169,0,91,147
2024,REG,00-0030565,G.Smith,Geno Smith,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/izkm5yyxybb5uy5dkcgf",17,SEA,407,578,4320,21,15,50,338,4,0,3996,2181,209,24.5940963877961,0,1.08108108108108,0.109732391360429,53,272,2,4,0,17,1.24131504906109,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,266,266
2024,REG,00-0030578,C.Patterson,Cordarrelle Patterson,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",13,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,32,135,0,1,1,7,-7.84534724344177,0,12,14,80,1,0,0,42,56,5,-3.48669291491387,0,1.9047619047619,0.0693069306930693,0.0319391634980989,0.126317810488273,0,25.5,37.5
2024,REG,00-0031235,O.Beckham,Odell Beckham,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",8,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,9,19,55,0,0,0,164,14,3,-11.2804725862304,0,0.335365853658537,0.0693430656934307,0.112098427887902,0.182483498061677,0,5.5,14.5
2024,REG,00-0031236,B.Cooks,Brandin Cooks,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",10,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,-3,0,0,0,0,-2.82046763750259,0,26,54,259,3,0,0,634,55,19,-11.1227662865669,0,0.408517350157729,0.159763313609467,0.243752402921953,0.410271652459568,0,43.6,69.6
2024,REG,00-0031280,D.Carr,Derek Carr,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsz1pyrlu6bmvby6maaf",10,NO,189,279,2145,15,5,8,48,2,0,2178,1087,93,48.410375113159,1,0.984848484848485,0.122220041244703,17,71,1,1,0,4,-1.09444993169745,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,150.9,150.9
2024,REG,00-0031299,J.Matthews,Jordan Matthews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9rddikwsnwmfh9girgn",1,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,16,0,0,-0.581935274414718,0,0,0.0344827586206897,0.0454545454545455,0.0835423197492163,0,0,0
2024,REG,00-0031345,J.Garoppolo,Jimmy Garoppolo,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lbyjizqecoq4onrgectw",1,LA,27,41,334,2,1,3,15,0,0,221,232,16,3.02463218411804,0,1.51131221719457,0.0357131548142017,2,5,0,0,0,0,-1.98857976053841,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.86,19.86
2024,REG,00-0031357,C.Goodwin,C.J. Goodwin,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tcfvwabfull325uyjta1",1,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,7,0,0,-2.97731648164336,0,0,0.0208333333333333,0.0235690235690236,0.0477483164983165,0,0,0
2024,REG,00-0031381,D.Adams,Davante Adams,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jweoujpjv9u2a8k7wnos",14,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,85,141,1063,8,0,0,1172,473,49,19.6790247390024,1,0.906996587030717,0.294979079497908,0.37444089456869,0.704577245444945,0,156.3,241.3
2024,REG,00-0031408,M.Evans,Mike Evans,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfsaie1uiokfczwv9p4d",14,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,74,110,1004,11,0,0,1274,226,53,38.5256073476458,0,0.78806907378336,0.240700218818381,0.391277641277641,0.63494467712192,0,166.4,240.4
2024,REG,00-0031428,A.Robinson,Allen Robinson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyukft9lraurbsq0laom",6,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,7,30,0,0,0,51,4,3,1.33749401090005,0,0.588235294117647,0.0382513661202186,0.041429731925264,0.0863778615280127,0,3,6
2024,REG,00-0031484,C.Manhertz,Chris Manhertz,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edzj1uojuh7octginx1e",4,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,4,30,1,0,0,15,19,2,2.54974747763481,0,2,0.0353982300884956,0.0183150183150183,0.0659178579532562,0,9,12
2024,REG,00-0031503,J.Winston,Jameis Winston,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/chdeosreuupotgq0eqlm",11,CLE,181,296,2121,13,12,24,130,5,2,2640,765,103,-26.8449569391746,4,0.803409090909091,0.0474464476320873,25,83,1,0,0,17,16.7026754478575,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,131.14,131.14
2024,REG,00-0031544,A.Cooper,Amari Cooper,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmtzqznqui37unmo5xv9",13,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,44,85,547,4,0,0,1161,111,24,6.90682308457316,0,0.47114556416882,0.209876543209877,0.355698529411765,0.56380378540305,0,78.7,122.7
2024,REG,00-0031549,N.Agholor,Nelson Agholor,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyxfkarcjgqdz3pl8nnr",13,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,14,29,231,2,0,0,387,85,10,7.09026324288536,0,0.596899224806202,0.0790190735694823,0.122390891840607,0.204202234642648,0,35.1,49.1
2024,REG,00-0031585,M.Pruitt,MyCole Pruitt,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",6,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,10,40,1,0,0,33,16,2,-8.00059991175834,0,1.21212121212121,0.062111801242236,0.0253067484662577,0.110882425789734,0,10,16
2024,REG,00-0031588,S.Diggs,Stefon Diggs,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/to2qwuffjnjlouctglsl",8,HOU,1,1,13,0,0,0,0,0,0,-4,17,1,2.76291913574096,0,0,,3,8,1,0,0,1,0.630191695468966,0,47,64,496,3,0,0,556,185,31,18.0810690174737,0,0.892086330935252,0.238805970149254,0.283528811830699,0.55667912350537,0,74.92,121.92
2024,REG,00-0031595,M.Burton,Michael Burton,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edfaq7s9wuzedbfcarrp",11,DEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,8,1,0,0,3,-1.04447184063611,0,10,10,65,1,0,0,24,41,3,4.4116564282449,0,2.70833333333333,0.0364963503649635,0.0148606811145511,0.065147002327631,0,19.3,29.3
2024,REG,00-0031687,R.Mostert,Raheem Mostert,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",12,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,85,278,2,2,2,13,-30.1994221058003,0,19,23,161,0,0,0,14,146,10,11.9927581063918,0,11.5,0.0676470588235294,0.00684596577017115,0.106262764274414,0,51.9,70.9
2024,REG,00-0031690,E.Tomlinson,Eric Tomlinson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i2n4shhc4sprxbsbhfcy",4,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,4,9,0,0,0,8,12,0,-1.82713368651678,0,1.125,0.0357142857142857,0.011444921316166,0.0615828734927447,0,0.9,2.9
2024,REG,00-0031763,D.Carter,DeAndre Carter,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mh4cvggohuakwwhobzrk",5,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,9,14,72,0,0,0,155,32,3,-4.03774828871246,0,0.464516129032258,0.0886075949367089,0.109463276836158,0.209535686190374,0,7.2,16.2
2024,REG,00-0031800,T.Heinicke,Taylor Heinicke,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fz9e0aufjyyo5raclwji",4,LAC,3,5,28,0,0,3,28,0,0,32,9,1,-5.95559958711965,0,0.875,-0.022387153592899,2,20,0,0,0,1,0.448356817476451,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,3.12,3.12
2024,REG,00-0031941,J.Crowder,Jamison Crowder,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rfysbrjrvfdr72cx8who",4,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,9,13,72,2,0,0,108,11,4,2.07360224919997,0,0.666666666666667,0.103174603174603,0.118032786885246,0.237384855581577,0,19.2,28.2
2024,REG,00-0032104,A.Abdullah,Ameer Abdullah,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",13,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,66,311,2,1,1,14,-7.58153822137156,0,40,47,261,3,0,0,31,252,16,11.8528834927293,0,8.41935483870968,0.100642398286938,0.00959158415841584,0.157677706341298,0,85.2,125.2
2024,REG,00-0032128,C.Conley,Chris Conley,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mr4h7vx02uwpr7xlfk6y",7,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,12,76,0,0,0,207,19,3,-1.89391662296839,0,0.367149758454106,0.0540540540540541,0.102475247524752,0.152813754348408,0,7.6,13.6
2024,REG,00-0032141,G.Swaim,Geoff Swaim,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",1,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,7,0,0,0,2,5,0,0.31169758993201,0,3.5,0.024390243902439,0.0048661800486618,0.0399916918877218,0,0.7,1.7
2024,REG,00-0032211,T.Lockett,Tyler Lockett,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yz9p4pfwr0iyakhnwj4z",17,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,49,74,600,2,0,0,783,134,36,12.3036886070825,0,0.766283524904215,0.130052724077329,0.193811881188119,0.330747402947676,0,72,121
2024,REG,00-0032268,M.Mariota,Marcus Mariota,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va",3,WAS,34,44,364,4,0,3,29,0,0,408,107,22,19.8133516262931,0,0.892156862745098,0.282787711247664,18,92,1,1,0,6,3.52610799824831,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,45.76,45.76
2024,REG,00-0032381,T.Decker,Taylor Decker,T,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xg3blm0zbnyigvjs1yj5",1,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,2,0,0,-0.367620860051829,0,0,0.037037037037037,0.0075187969924812,0.0608187134502924,0,0,0
2024,REG,00-0032385,S.Shepard,Sterling Shepard,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dphqvpkeselgrselrvma",13,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,8,69,0,0,0,4,2.70103057916276,0,32,51,334,1,0,0,473,99,16,14.5654279738549,1,0.706131078224102,0.113333333333333,0.147904940587867,0.273533458411507,0,48.3,80.3
2024,REG,00-0032392,A.Hooper,Austin Hooper,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj0ybtjspne3t1cso961",17,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,45,59,476,3,2,1,386,225,25,12.7047326869698,0,1.23316062176166,0.118,0.113063854715876,0.256144698301113,0,63.6,108.6
2024,REG,00-0032394,N.Vannett,Nick Vannett,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/srrlkx2mydsb8gfco6fp",12,TEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,17,20,135,3,0,0,22,110,7,1.82645694207167,0,6.13636363636364,0.0527704485488127,0.00738502853306479,0.0843251927963644,0,31.5,48.5
2024,REG,00-0032399,M.Killebrew,Miles Killebrew,SS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hadxrgt3tjv3ceaougsj",1,PIT,0,1,0,0,0,0,0,0,0,14,0,0,-2.67772018973483,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
2024,REG,00-0032434,B.Allen,Brandon Allen,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xn9eheiy6kty4movmlak",3,SF,17,30,199,1,2,2,2,2,1,241,116,8,-12.3541775473619,0,0.825726141078838,0.00466248925067349,3,4,0,0,0,0,-0.990277614444494,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,6.36,6.36
2024,REG,00-0032464,K.Raymond,Kalif Raymond,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hogsyuf9rqnzydmhbsht",10,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,0,1,-0.983896369696595,0,17,22,215,2,0,0,176,137,10,13.2915539111744,0,1.22159090909091,0.0852713178294574,0.109181141439206,0.20433377575163,1,39.5,56.5
2024,REG,00-0032688,R.Chosen,Robbie Chosen,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hkcncqfwusv19fah3mbt",1,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,4,5,0,0,0,47,1,0,-8.40638242330169,0,0.106382978723404,0.108108108108108,0.155629139072848,0.271102559513156,0,0.5,1.5
2024,REG,00-0032764,D.Henry,Derrick Henry,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",17,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,325,1921,16,3,1,94,40.5961540300293,0,19,22,193,2,0,0,-25,216,11,9.01028020630474,0,-7.72,0.0617977528089888,-0.00894774516821761,0.0864332075957308,0,317.4,336.4
2024,REG,00-0032775,D.Robinson,Demarcus Robinson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lakf0xue1qqb7ed4p6ge",17,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,31,64,505,7,0,0,983,71,27,10.1283870250302,0,0.513733468972533,0.118299445471349,0.245198303816413,0.349087980878513,0,92.5,123.5
2024,REG,00-0032918,C.Ham,C.J. Ham,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a23fezyvrzsse3q8yuxi",5,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,10,1,0,0,1,1.45819363355986,0,5,6,35,0,1,1,1,29,1,-4.69161409756634,0,35,0.0458015267175573,0.00098135426889107,0.0693892380645596,0,8.5,13.5
2024,REG,00-0032943,R.Dixon,Riley Dixon,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmj23do0dxjssrdr4vjy",1,DEN,1,1,3,0,0,0,0,0,0,-5,8,0,-1.89868554240093,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.12,0.12
2024,REG,00-0032950,C.Wentz,Carson Wentz,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jtwkpwc18ivthztykkc8",2,KC,12,19,118,0,0,4,22,0,0,125,68,5,-6.75574821368931,0,0.944,0.0214476551158099,3,0,0,0,0,0,-3.54260906367563,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,4.72,4.72
2024,REG,00-0033009,T.Boyd,Tyler Boyd,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ttifog0hjxprlhkagugu",15,TEN,0,1,0,0,0,0,0,0,0,24,0,0,-0.434416036820039,0,0,,1,3,0,0,0,1,0.874165728571825,0,39,57,390,0,0,0,420,189,20,3.82587368983872,0,0.928571428571429,0.132250580046404,0.120378331900258,0.282640702399786,0,39.3,78.3
2024,REG,00-0033040,T.Hill,Tyreek Hill,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gdwjlpbkenmnsibawkht",17,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,8,53,0,0,0,2,-1.23606371856295,0,81,122,959,6,0,0,1369,292,54,28.0336979962611,0,0.700511322132944,0.214788732394366,0.379224376731302,0.587640162303461,0,137.2,218.2
2024,REG,00-0033045,E.Elliott,Ezekiel Elliott,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",15,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,74,226,3,1,1,14,-16.1425326355093,0,12,15,69,0,0,0,-27,97,3,-0.817253085296165,0,-2.55555555555556,0.0442477876106195,-0.0105017502917153,0.0590204562117285,0,45.5,57.5
2024,REG,00-0033077,D.Prescott,Dak Prescott,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmtaggdnhuyl4pdwtv8j",8,DAL,185,286,1978,11,8,21,112,4,1,2270,939,87,-7.36738597291867,0,0.87136563876652,0.0499790895255701,13,54,1,0,0,5,4.51299245579867,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,116.52,116.52
2024,REG,00-0033090,H.Henry,Hunter Henry,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",16,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,66,97,674,2,0,0,682,268,40,24.1986549830088,0,0.988269794721408,0.205508474576271,0.199648711943794,0.448016810225063,0,79.4,145.4
2024,REG,00-0033106,J.Goff,Jared Goff,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxyaiwwkabzmmphouxil",17,DET,390,539,4629,37,12,31,234,6,0,3406,2635,236,167.501689688768,1,1.35907222548444,0.188531046114573,35,56,0,0,0,9,-3.12486233766038,0,1,1,7,1,0,0,5,2,1,1.72411598067265,0,1.4,0.0526315789473684,0.0632911392405063,0.123251165889407,0,323.46,324.46
2024,REG,00-0033110,T.Higbee,Tyler Higbee,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",3,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,8,12,66,2,0,0,26,48,5,4.95815538212698,0,2.53846153846154,0.137931034482759,0.0588235294117647,0.248073022312373,0,18.6,26.6
2024,REG,00-0033119,J.Brissett,Jacoby Brissett,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dps7iuuc2zwl68yppqux",7,NE,95,161,826,2,1,18,119,3,1,1093,437,41,-38.1676783554485,1,0.755718206770357,0.00790371838055174,15,62,0,1,0,5,3.11657340975944,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,45.24,45.24
